Song,Artist,Compound,Negative,Neutral,Positive,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
Wake Me Up Before You Go-Go,Wham!,-0.0396,0.087,0.814,0.099,80,False,0.62,0.573,0,-11.893,1,0.0423,0.271,0.0,0.0607,0.897,81.548,disco
Icky Thump,The White Stripes,-0.5897,0.09,0.839,0.071,67,False,0.417,0.63,9,-7.24,1,0.0898,0.0209,0.0134,0.0543,0.341,94.214,blues
Spit It Out,Whitesnake,0.974,0.11,0.732,0.158,67,True,0.331,0.946,7,-4.599,1,0.0775,0.0309,5.62e-06,0.254,0.534,139.965,metal
Anymore,Whitney Houston,0.9911,0.131,0.664,0.205,65,False,0.731,0.549,6,-6.749,0,0.0329,0.0157,9.14e-06,0.083,0.45,137.932,k-pop
Count On Me,Whitney Houston,0.9773,0.059,0.768,0.174,49,False,0.396,0.852,0,-6.262,1,0.243,0.177,0.0,0.0776,0.374,189.64,deep-house
I Wanna Dance With Somebody,Whitney Houston,0.9949,0.034,0.781,0.185,23,False,0.471,0.309,1,-8.864,1,0.0425,0.814,0.0,0.118,0.424,117.25,show-tunes
Jesus Loves Me,Whitney Houston,0.9977,0.102,0.49,0.408,52,False,0.581,0.122,5,-14.481,1,0.0302,0.882,5.84e-06,0.266,0.446,107.626,children
Fragments,Who,-0.7269,0.117,0.805,0.078,50,False,0.408,0.783,2,-5.081,1,0.0589,0.101,3.45e-06,0.181,0.344,175.956,dub
Melancholia,Who,-0.9867,0.236,0.755,0.009,36,False,0.541,0.98,8,-7.105,1,0.188,8.65e-06,0.00144,0.334,0.151,127.002,death-metal
Yes Yes Y'all,Will Smith,0.995,0.07,0.745,0.186,14,False,0.701,0.495,7,-7.106,1,0.442,0.00787,0.29,0.0796,0.81,191.993,study
Autumn Leaves,Willie Nelson,0.6597,0.045,0.888,0.067,54,False,0.692,0.617,0,-9.754,0,0.0377,0.192,0.0552,0.11,0.226,112.041,deep-house
Bonaparte's Retreat,Willie Nelson,0.9872,0.0,0.745,0.255,23,False,0.548,0.394,2,-11.666,1,0.0282,0.864,0.856,0.1,0.472,105.79,bluegrass
Both Sides Now,Willie Nelson,0.9571,0.03,0.854,0.116,51,False,0.423,0.0266,2,-26.967,1,0.0492,0.963,0.957,0.112,0.526,129.686,guitar
Don't You Ever Get Tired (Of Hurting Me),Willie Nelson,-0.9311,0.179,0.766,0.054,11,False,0.487,0.276,4,-15.838,1,0.0267,0.688,0.000138,0.167,0.332,86.851,honky-tonk
Don't Come Back,Wishbone Ash,0.9462,0.029,0.763,0.207,20,False,0.127,0.839,7,-6.01,1,0.0545,0.138,0.0963,0.444,0.476,148.266,power-pop
Heart Beat,Wishbone Ash,-0.6322,0.145,0.765,0.09,19,False,0.793,0.394,4,-7.252,0,0.0582,0.117,0.0,0.21,0.419,131.974,j-dance
Hometown,Wishbone Ash,0.9474,0.04,0.819,0.141,48,False,0.584,0.273,9,-12.806,1,0.0357,0.853,0.000109,0.102,0.47,149.757,bluegrass
Midnight Dancer,Wishbone Ash,0.7707,0.124,0.703,0.173,23,False,0.691,0.592,4,-7.251,1,0.029,0.353,0.223,0.188,0.347,113.324,power-pop
Moonshine,Wishbone Ash,-0.3313,0.088,0.827,0.085,4,False,0.706,0.782,2,-4.353,1,0.0278,0.21,4.86e-06,0.0813,0.418,104.983,dance
No More Lonely Nights,Wishbone Ash,-0.9927,0.335,0.581,0.084,24,False,0.543,0.336,9,-10.701,0,0.0371,0.824,0.0472,0.117,0.292,98.955,guitar
Rollin',Wishbone Ash,0.974,0.059,0.755,0.186,66,False,0.691,0.859,1,-4.118,1,0.112,0.0302,0.0,0.165,0.541,124.958,k-pop
Ships In The Sky,Wishbone Ash,0.3818,0.046,0.89,0.064,0,False,0.419,0.289,7,-12.532,0,0.0283,0.134,0.000757,0.174,0.236,143.901,blues
Standing In The Rain,Wishbone Ash,0.8834,0.09,0.78,0.13,0,False,0.854,0.747,1,-6.685,0,0.038,0.00638,0.763,0.135,0.967,112.859,funk
A Demon's Fate,Within Temptation,-0.9967,0.271,0.644,0.085,48,False,0.459,0.912,5,-3.443,0,0.0596,0.000579,0.000214,0.0995,0.311,134.077,goth
Deep Within,Within Temptation,-0.9666,0.299,0.636,0.065,5,False,0.788,0.556,0,-17.265,1,0.0778,0.0356,0.894,0.0485,0.821,124.906,chicago-house
Faster,Within Temptation,0.9215,0.142,0.668,0.191,61,False,0.505,0.932,6,-2.894,0,0.0412,0.00115,0.000195,0.135,0.486,120.008,goth
In The Middle Of The Night,Within Temptation,-0.8142,0.107,0.815,0.078,22,False,0.478,0.442,7,-9.746,1,0.0507,0.672,0.000386,0.0904,0.657,174.341,bluegrass
Iron,Within Temptation,-0.9936,0.215,0.689,0.096,51,False,0.293,0.962,11,-2.981,0,0.121,3.42e-05,1.62e-05,0.367,0.27,198.121,goth
LOST,Within Temptation,-0.9121,0.213,0.634,0.153,24,False,0.456,0.989,7,-4.045,1,0.0497,0.000625,0.00346,0.198,0.433,95.026,metalcore
The Truth Beneath The Rose,Within Temptation,-0.7305,0.176,0.642,0.183,22,False,0.227,0.867,3,-6.857,0,0.063,0.00189,3.52e-06,0.959,0.191,119.487,goth
Utopia,Within Temptation,0.8577,0.119,0.723,0.158,44,False,0.647,0.333,5,-12.329,1,0.0345,0.926,0.306,0.268,0.699,84.564,brazil
Remember You,Wiz Khalifa,0.866,0.087,0.798,0.115,46,False,0.645,0.674,8,-7.26,0,0.0268,0.0289,0.0223,0.111,0.35,124.032,deep-house
STU,Wiz Khalifa,-0.9581,0.119,0.814,0.068,47,True,0.863,0.578,10,-7.475,0,0.0586,0.221,0.0,0.111,0.471,97.018,brazil
Brooklyn Zoo,Wu-Tang Clan,-0.9979,0.214,0.727,0.059,0,True,0.73,0.801,11,-5.655,0,0.392,0.552,0.0,0.843,0.659,91.785,alternative
Wolves,Wu-Tang Clan,-0.7538,0.09,0.83,0.081,18,False,0.412,0.899,7,-6.087,1,0.105,2.69e-06,0.0302,0.357,0.251,115.133,black-metal
Two Wrongs,Wyclef Jean,0.9926,0.116,0.691,0.193,23,False,0.641,0.643,7,-3.909,0,0.0796,0.646,1.33e-06,0.0941,0.625,145.101,synth-pop
I See Red,X,0.9022,0.067,0.819,0.113,77,False,0.509,0.448,4,-7.552,0,0.0357,0.00713,0.0137,0.244,0.221,156.909,blues
Drain,X Japan,-0.9519,0.203,0.644,0.153,45,False,0.716,0.777,6,-8.806,0,0.0436,0.0594,0.885,0.103,0.158,125.007,techno
India,X-Ray Spex,0.128,0.0,0.979,0.021,45,False,0.788,0.56,9,-11.316,0,0.0564,0.31,0.926,0.0959,0.102,124.999,techno
Answer,Xandria,0.928,0.128,0.64,0.232,34,False,0.452,0.926,7,-2.881,1,0.0445,0.0183,0.0,0.329,0.664,162.042,j-idol
Dancer,Xandria,-0.77,0.064,0.905,0.031,35,False,0.895,0.318,1,-7.992,0,0.0892,0.00298,0.913,0.063,0.0785,122.0,chicago-house
Eversleeping,Xandria,0.2263,0.11,0.773,0.117,39,False,0.501,0.339,7,-9.22,0,0.03,0.905,0.000105,0.104,0.133,130.026,goth
Vampire,Xandria,-0.9588,0.188,0.683,0.129,64,False,0.787,0.735,0,-4.808,0,0.0857,0.331,4.09e-05,0.113,0.698,97.957,alt-rock
The Wind Cries Mary,Xavier Rudd,-0.9451,0.166,0.788,0.046,63,False,0.499,0.495,5,-10.508,1,0.0501,0.348,0.0286,0.2,0.339,80.086,psych-rock
Twist,Xavier Rudd,0.9873,0.007,0.828,0.165,58,False,0.719,0.945,7,-4.977,1,0.136,0.033,7.26e-05,0.0857,0.748,109.014,hip-hop
Leisure,XTC,0.6486,0.081,0.827,0.092,28,False,0.386,0.854,9,-5.403,1,0.06,0.00452,0.031,0.109,0.273,147.089,garage
Playground,XTC,0.8031,0.032,0.881,0.087,41,True,0.815,0.729,6,-6.152,1,0.186,0.167,7.67e-06,0.115,0.525,149.952,indie-pop
Foundation,Xzibit,-0.9612,0.147,0.73,0.123,28,False,0.788,0.885,10,-4.927,1,0.185,0.123,0.0,0.0458,0.783,92.925,dancehall
Paparazzi,Xzibit,-0.9862,0.15,0.736,0.114,4,False,0.761,0.734,5,-2.871,0,0.0428,0.129,0.0,0.086,0.375,114.907,dance
Mr Blue,Yazoo,-0.4767,0.046,0.923,0.03,54,False,0.456,0.386,10,-10.293,1,0.032,0.835,0.108,0.389,0.612,165.733,acoustic
Tuesday,Yazoo,-0.6459,0.151,0.736,0.113,25,False,0.568,0.734,1,-6.488,1,0.266,0.00753,5.68e-05,0.118,0.707,76.842,industrial
Black Tongue,Yeah Yeah Yeahs,0.8166,0.15,0.616,0.234,29,False,0.216,0.969,2,-4.299,1,0.145,3.36e-06,0.608,0.107,0.201,146.864,groove
Buried Alive,Yeah Yeah Yeahs,0.9201,0.057,0.793,0.15,24,False,0.488,0.844,2,-10.276,1,0.0393,9.6e-05,1.5e-06,0.376,0.67,125.992,death-metal
Despair,Yeah Yeah Yeahs,-0.9891,0.153,0.8,0.047,44,False,0.508,0.369,4,-9.492,0,0.0324,0.0388,0.736,0.0936,0.0526,120.165,anime
Graveyard,Yeah Yeah Yeahs,0.981,0.028,0.787,0.185,69,False,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,electro
Heads Will Roll,Yeah Yeah Yeahs,-0.9972,0.258,0.742,0.0,0,False,0.562,0.903,8,-4.46,0,0.0296,0.000187,0.0939,0.298,0.791,132.013,alt-rock
Machine,Yeah Yeah Yeahs,-0.8658,0.134,0.832,0.033,49,False,0.443,0.991,1,-3.458,1,0.281,0.00398,0.000579,0.106,0.0519,155.045,death-metal
No No No,Yeah Yeah Yeahs,0.7848,0.151,0.666,0.182,21,False,0.562,0.987,6,-2.243,0,0.0412,0.00836,0.0343,0.0964,0.66,127.997,j-idol
Marijuana,Yelawolf,0.9856,0.081,0.771,0.148,58,False,0.697,0.655,1,-9.781,0,0.15,0.0626,0.774,0.353,0.415,86.969,chill
Call It Love,Yello,-0.7351,0.121,0.829,0.049,1,False,0.616,0.841,5,-4.779,0,0.076,0.0559,0.00217,0.417,0.714,110.029,edm
Swing,Yello,0.4019,0.0,0.978,0.022,20,False,0.699,0.837,1,-4.55,1,0.214,0.00304,0.0,0.0705,0.404,143.693,j-dance
Anywhere But Here,Yellowcard,0.9608,0.086,0.753,0.161,26,True,0.511,0.987,2,-4.031,1,0.0739,5.41e-05,0.0,0.136,0.29,138.018,groove
Breathing,Yellowcard,0.9543,0.102,0.733,0.165,47,False,0.499,0.82,2,-6.163,0,0.0301,0.0495,0.0,0.345,0.593,144.949,grunge
Drifting,Yellowcard,0.6808,0.105,0.773,0.122,60,False,0.692,0.481,0,-9.084,1,0.0585,0.137,0.0,0.15,0.367,115.007,french
Grey,Yellowcard,-0.0353,0.094,0.8,0.106,25,False,0.603,0.755,1,-6.757,0,0.0268,0.000178,0.579,0.126,0.29,117.996,goth
Underdog,Yellowcard,-0.8559,0.107,0.893,0.0,63,False,0.526,0.895,5,-5.407,0,0.0543,0.0603,1.3e-06,0.582,0.655,101.016,garage
Finally,Yes,0.9664,0.036,0.86,0.104,0,False,0.88,0.728,7,-8.629,1,0.0725,0.0497,0.000213,0.184,0.895,124.993,deep-house
I See You,Yes,0.9925,0.047,0.718,0.235,50,False,0.649,0.517,2,-8.016,1,0.0334,0.176,1.2e-05,0.171,0.456,144.89,chill
Open Your Eyes,Yes,0.9933,0.057,0.77,0.173,25,False,0.802,0.702,5,-7.722,0,0.0525,0.229,0.581,0.173,0.855,113.073,afrobeat
Ritual,Yes,0.9972,0.056,0.739,0.204,38,False,0.71,0.753,11,-9.525,1,0.0543,0.0136,0.881,0.097,0.0736,129.993,deep-house
Survival,Yes,-0.8008,0.093,0.832,0.075,13,False,0.36,0.989,11,-11.76,1,0.127,0.00391,0.942,0.389,0.213,102.794,grindcore
I'm Tired,Ying Yang Twins,-0.9982,0.232,0.695,0.073,12,False,0.621,0.475,9,-12.144,1,0.03,0.763,1.28e-06,0.0509,0.917,128.376,honky-tonk
Rising Force,Yngwie Malmsteen,-0.6249,0.159,0.723,0.118,50,False,0.321,0.958,8,-10.495,1,0.0872,0.103,7.43e-05,0.0994,0.106,117.875,guitar
Vengeance,Yngwie Malmsteen,-0.9753,0.197,0.725,0.078,6,False,0.421,0.949,1,-9.64,0,0.0531,0.116,0.926,0.256,0.73,163.931,iranian
Shake It,Yo Gotti,-0.6987,0.098,0.83,0.072,8,False,0.833,0.644,11,-10.592,0,0.16,0.00647,0.153,0.0246,0.857,122.099,chicago-house
Wanna Play,Yo Gotti,-0.991,0.191,0.677,0.132,36,True,0.638,0.995,0,-0.587,1,0.264,0.214,0.0186,0.599,0.604,100.053,happy
Tomorrow May Never Come,Yoko Ono,-0.3818,0.026,0.933,0.041,24,False,0.496,0.981,8,-2.664,0,0.0974,0.000237,0.000145,0.0698,0.618,112.058,rockabilly
The Only Way,Yolanda Adams,-0.8888,0.098,0.874,0.027,18,False,0.432,0.826,0,-5.156,1,0.035,0.00147,2.5e-06,0.0864,0.43,174.014,drum-and-bass
The Prayer,Yolanda Adams,0.994,0.042,0.727,0.23,0,True,0.735,0.76,6,-6.572,0,0.114,0.366,1.52e-05,0.606,0.687,140.068,hip-hop
Victory,Yolanda Adams,0.9942,0.068,0.681,0.251,41,False,0.751,0.697,2,-3.45,1,0.111,0.372,0.0,0.149,0.879,125.924,afrobeat
Troubled Mind,Yonder Mountain String Band,0.4944,0.123,0.742,0.135,25,False,0.589,0.81,4,-4.307,1,0.0307,0.0779,5.46e-06,0.0378,0.793,136.263,rockabilly
Beautiful Girl,You Am I,0.9964,0.051,0.685,0.264,78,False,0.839,0.412,11,-8.816,0,0.0935,0.287,0.000796,0.101,0.607,139.901,german
Go Crazy,Young Jeezy,0.9879,0.083,0.771,0.146,78,True,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148,dance
Stylin',Young Jeezy,-0.9995,0.317,0.628,0.055,65,False,0.641,0.436,6,-10.353,0,0.323,0.636,2.68e-05,0.14,0.535,129.08,chill
Sunny Days,Young Jeezy,-0.9608,0.125,0.786,0.089,23,False,0.48,0.864,4,-5.277,1,0.0305,0.201,0.000497,0.214,0.57,148.843,bluegrass
Vacation,Young Jeezy,-0.9506,0.133,0.785,0.082,66,True,0.736,0.751,8,-5.588,1,0.034,0.0381,0.0,0.105,0.839,150.064,reggae
Tequila,Youngbloodz,-0.9177,0.149,0.736,0.115,72,False,0.489,0.581,11,-5.731,1,0.0281,0.0312,0.0,0.132,0.494,86.016,country
Disengage,Youth Of Today,-0.977,0.248,0.659,0.094,50,False,0.298,0.968,6,-2.684,1,0.123,1.5e-05,0.00932,0.0952,0.221,100.004,death-metal
Malfunction,Youth Of Today,0.5106,0.09,0.799,0.112,15,False,0.384,0.955,2,1.795,1,0.0851,0.00312,0.603,0.0542,0.888,187.112,club
Modern Love Story,Youth Of Today,0.9907,0.056,0.65,0.294,0,False,0.325,0.979,9,-5.56,1,0.212,0.000293,0.0,0.0358,0.342,107.112,hardcore
No More,Youth Of Today,-0.877,0.17,0.734,0.096,47,False,0.379,0.53,7,-7.229,1,0.0355,0.468,0.000216,0.0818,0.577,62.06,acoustic
Keep On,Z-Ro,-0.9987,0.255,0.646,0.099,21,False,0.662,0.57,8,-7.77,0,0.178,0.0279,0.00171,0.0669,0.148,173.928,drum-and-bass
So Much,Z-Ro,-0.9787,0.172,0.692,0.136,12,False,0.772,0.893,6,-4.321,0,0.0405,0.0352,0.391,0.102,0.642,128.047,breakbeat
Overnight,Zac Brown Band,0.9862,0.014,0.843,0.143,49,True,0.812,0.474,2,-6.966,1,0.36,0.168,4.89e-05,0.182,0.476,158.121,electronic
The Wind,Zac Brown Band,0.9984,0.018,0.716,0.266,44,False,0.756,0.181,2,-18.934,1,0.0435,0.921,0.0235,0.128,0.819,115.741,british
Who Knows,Zac Brown Band,-0.2705,0.087,0.835,0.079,58,False,0.683,0.724,5,-4.436,0,0.0988,0.0909,0.0,0.339,0.741,80.932,dancehall
Ember,Zao,0.6369,0.047,0.856,0.097,41,False,0.16,0.18,7,-19.587,0,0.0337,0.874,0.833,0.109,0.0361,108.106,ambient
Exchange,Zao,-0.2916,0.132,0.748,0.121,24,True,0.721,0.731,5,-6.873,1,0.45,0.26,0.0,0.0649,0.813,125.213,j-dance
Savannah,Zao,-0.4247,0.091,0.852,0.057,60,False,0.653,0.779,0,-3.133,1,0.0392,0.372,1.39e-06,0.0392,0.387,108.074,edm
Check,Zebrahead,0.9945,0.118,0.665,0.218,1,True,0.414,0.718,3,-6.295,0,0.116,0.21,0.0,0.079,0.566,94.124,dancehall
Enemy,Zebrahead,-0.9903,0.17,0.766,0.064,0,False,0.596,0.694,7,-5.05,1,0.0713,0.0389,0.0,0.0908,0.52,154.023,children
Falling Apart,Zebrahead,-0.9788,0.257,0.641,0.103,52,False,0.406,0.692,3,-4.96,1,0.0313,0.164,1.58e-05,0.184,0.197,144.959,dub
Into You,Zebrahead,-0.9084,0.165,0.723,0.112,30,False,0.79,0.907,6,-3.448,0,0.188,0.032,0.825,0.126,0.581,125.102,club
Sirens,Zebrahead,-0.9832,0.246,0.565,0.189,63,False,0.523,0.847,3,-5.888,1,0.028,0.00309,1.21e-05,0.146,0.475,155.032,grunge
Wake Me Up,Zebrahead,-0.9269,0.142,0.754,0.104,58,False,0.494,0.214,7,-11.041,1,0.0363,0.92,1.07e-05,0.107,0.35,125.981,acoustic
Crosses,Zero 7,-0.5267,0.089,0.831,0.08,55,False,0.666,0.369,11,-9.945,0,0.0295,0.895,0.0268,0.102,0.318,134.633,goth
Distractions,Zero 7,0.998,0.058,0.441,0.501,60,False,0.123,0.0358,4,-38.528,1,0.0483,0.99,0.945,0.098,0.0399,114.425,ambient
Futures,Zero 7,0.9413,0.0,0.823,0.177,16,False,0.446,0.674,10,-7.07,1,0.0751,0.0156,0.00545,0.186,0.12,173.97,drum-and-bass
In The Waiting Line,Zero 7,-0.2035,0.043,0.918,0.039,64,False,0.561,0.33,5,-13.51,1,0.0268,0.76,0.134,0.106,0.378,79.01,electronic
Passing By,Zero 7,-0.7629,0.118,0.826,0.056,47,False,0.173,0.133,0,-14.758,1,0.0337,0.986,0.863,0.0991,0.0905,80.17,new-age
Somersault,Zero 7,0.9893,0.039,0.756,0.205,47,False,0.28,0.386,0,-10.889,1,0.0275,0.194,0.0222,0.337,0.163,146.82,trip-hop
The Space Between,Zero 7,-0.1648,0.093,0.83,0.077,22,False,0.721,0.405,7,-9.988,1,0.0403,0.721,0.0,0.276,0.757,133.895,show-tunes
This World,Zero 7,0.9901,0.091,0.644,0.264,17,False,0.314,0.472,1,-8.324,0,0.0355,0.206,0.546,0.105,0.0533,133.946,trip-hop
Warm Sound,Zero 7,-0.4939,0.16,0.692,0.149,53,False,0.519,0.389,5,-9.807,1,0.0304,0.514,0.153,0.1,0.107,121.802,trip-hop
Clone Your Lover,Zeromancer,0.9518,0.026,0.795,0.178,20,False,0.547,0.918,6,-6.9,1,0.0367,9.9e-05,0.0649,0.126,0.401,115.03,industrial
Famous Last Words,Zeromancer,-0.9807,0.191,0.77,0.039,73,False,0.467,0.883,2,-3.679,0,0.106,0.000321,0.000152,0.125,0.309,122.252,emo
Flagellation,Zeromancer,-0.9845,0.233,0.666,0.101,24,False,0.353,0.973,1,-6.297,1,0.0787,1.31e-05,0.708,0.104,0.286,118.021,black-metal
Dragonfly,Ziggy Marley,-0.6976,0.108,0.809,0.084,21,False,0.189,0.0671,6,-22.912,0,0.0379,0.983,0.727,0.224,0.146,82.018,new-age
About You,Zoegirl,0.9554,0.0,0.907,0.093,73,False,0.416,0.762,2,-7.385,1,0.0279,0.312,0.804,0.0559,0.461,95.967,alt-rock
Feel Alright,Zoegirl,0.9626,0.096,0.781,0.123,15,False,0.662,0.83,3,-2.467,0,0.394,0.167,5.55e-05,0.105,0.525,99.939,breakbeat
Love Me For Me,Zoegirl,0.9679,0.14,0.665,0.195,50,False,0.627,0.648,9,-3.987,0,0.0457,0.51,0.0,0.117,0.467,87.6,chill
Skin Deep,Zoegirl,0.976,0.086,0.758,0.156,41,False,0.638,0.814,9,-8.802,1,0.0312,0.149,0.76,0.12,0.773,128.723,punk-rock
Unbroken,Zoegirl,0.9495,0.097,0.75,0.154,47,False,0.346,0.095,2,-22.82,0,0.0428,0.907,0.864,0.0923,0.0396,109.452,ambient
Upside Down,Zoegirl,0.8127,0.153,0.672,0.175,16,False,0.66,0.807,8,-8.557,0,0.0531,0.103,0.662,0.0688,0.754,113.893,afrobeat
Better Off Without You,Zornik,0.8283,0.193,0.581,0.226,0,False,0.682,0.855,7,-3.282,1,0.0401,0.0564,0.0,0.101,0.304,124.005,dance
Hey Girl,Zornik,-0.3204,0.042,0.919,0.04,2,False,0.389,0.505,6,-7.777,0,0.037,0.538,0.00403,0.216,0.244,121.775,singer-songwriter
Big Fish,Zox,0.898,0.059,0.848,0.094,30,False,0.451,0.906,11,-5.826,1,0.0865,0.00661,0.0895,0.181,0.579,166.552,garage
Eventually,Zox,0.8382,0.018,0.921,0.061,38,False,0.627,0.652,0,-13.626,1,0.0477,0.389,0.78,0.0836,0.0391,134.012,idm
Homebody,Zox,0.9818,0.01,0.874,0.116,34,False,0.596,0.886,1,-5.508,1,0.0296,0.000174,0.00101,0.251,0.675,131.963,emo
Rain On Me,Zox,0.9926,0.012,0.765,0.223,36,False,0.62,0.281,11,-11.054,1,0.0566,0.807,0.938,0.116,0.238,170.034,study
Starry Night,Zox,-0.9896,0.201,0.72,0.079,36,False,0.636,0.795,0,-4.161,1,0.0279,0.212,0.64,0.0971,0.84,144.143,guitar
Pure Love,Zucchero,0.9825,0.018,0.797,0.184,0,False,0.79,0.475,0,-6.787,1,0.0585,0.0772,7.58e-05,0.125,0.827,95.003,indie-pop
You Are So Beautiful,Zucchero,0.9971,0.0,0.537,0.463,67,False,0.297,0.182,1,-10.944,1,0.0298,0.846,0.00267,0.134,0.092,83.391,blues
Endless Summer,Zwan,-0.9055,0.178,0.68,0.142,21,False,0.449,0.95,0,-11.134,1,0.0794,0.0083,0.00317,0.564,0.113,162.001,happy
Settle Down,Zwan,0.9974,0.051,0.547,0.402,52,False,0.384,0.504,9,-10.779,1,0.0652,0.607,0.0,0.0983,0.397,105.371,electro
Belt Buckle,ZZ Top,0.9429,0.115,0.658,0.228,20,True,0.516,0.69,8,-7.137,1,0.411,0.126,0.0,0.108,0.438,71.305,j-dance
Crunchy,ZZ Top,-0.4574,0.059,0.904,0.036,30,False,0.762,0.402,2,-7.506,0,0.0347,0.319,0.718,0.327,0.237,90.944,study
Gimme All Your Lovin',ZZ Top,0.9861,0.008,0.766,0.226,71,False,0.63,0.788,5,-6.7,1,0.0298,0.00322,0.0237,0.0883,0.63,120.059,blues
I Thank You,ZZ Top,0.9852,0.115,0.638,0.247,0,False,0.789,0.373,1,-11.937,1,0.0923,0.317,9.67e-05,0.0711,0.711,117.919,funk
Rough Boy,ZZ Top,-0.3557,0.062,0.88,0.058,1,False,0.419,0.737,9,-7.09,1,0.0364,0.204,0.00716,0.24,0.595,157.991,blues
Thunderbird,ZZ Top,-0.2697,0.057,0.893,0.05,18,False,0.709,0.978,7,-4.67,1,0.0441,0.026,0.851,0.266,0.744,94.391,afrobeat
Tube Snake Boogie,ZZ Top,0.8499,0.025,0.855,0.119,38,False,0.569,0.648,9,-12.15,1,0.0375,0.00382,0.054,0.108,0.965,150.396,blues
Beautiful Life,Ace Of Base,0.9826,0.01,0.816,0.174,9,False,0.86,0.909,0,-7.372,0,0.0419,0.121,3.83e-06,0.689,0.947,135.03,kids
Cruel Summer,Ace Of Base,-0.9993,0.343,0.601,0.056,66,False,0.666,0.871,1,-6.017,0,0.0272,0.27,0.0208,0.263,0.936,108.501,disco
Don't Go Away,Ace Of Base,0.9759,0.078,0.77,0.153,26,False,0.4,0.789,9,-6.583,0,0.0319,5.2e-06,0.0499,0.12,0.484,88.936,psych-rock
Lucky Love,Ace Of Base,0.9928,0.038,0.622,0.34,54,False,0.661,0.311,5,-13.288,1,0.0263,0.474,0.00366,0.105,0.234,143.966,garage
Show Me Love,Ace Of Base,0.9967,0.029,0.738,0.233,69,False,0.811,0.833,5,-4.259,1,0.153,0.014,2.06e-05,0.0769,0.567,120.258,disco
Summer Days,Ace Of Base,-0.3939,0.068,0.882,0.05,53,False,0.836,0.401,9,-10.949,0,0.148,0.489,0.00126,0.237,0.477,140.008,trip-hop
Memory Lane,Adam Sandler,0.1513,0.074,0.85,0.075,0,True,0.789,0.71,4,-4.574,0,0.353,0.37,0.0,0.155,0.826,95.178,dance
Chasing Pavements,Adele,-0.9266,0.097,0.873,0.03,74,False,0.616,0.47,5,-6.092,0,0.0253,0.291,0.0,0.111,0.325,80.03,british
He Won't Go,Adele,-0.9988,0.231,0.748,0.021,56,False,0.706,0.57,0,-7.045,0,0.086,0.0225,0.0,0.0754,0.728,159.908,british
Hometown Glory,Adele,0.9844,0.024,0.808,0.167,62,True,0.436,0.336,10,-8.517,0,0.037,0.962,3.4e-05,0.102,0.21,122.456,british
Last Nite,Adele,0.9595,0.035,0.826,0.139,74,False,0.624,0.91,0,-5.703,1,0.0297,0.0285,0.000198,0.0789,0.767,104.042,alt-rock
Lay Me Down,Adele,0.9179,0.023,0.916,0.061,54,False,0.758,0.68,6,-7.685,0,0.0808,0.199,0.184,0.243,0.127,138.079,trance
Love In The Dark,Adele,-0.9578,0.176,0.707,0.117,78,False,0.331,0.341,9,-6.057,0,0.0309,0.528,0.0,0.109,0.152,109.821,british
Lovesong,Adele,0.9974,0.053,0.579,0.368,60,False,0.689,0.369,0,-9.407,0,0.0278,0.693,0.00236,0.111,0.361,116.885,british
Million Years Ago,Adele,0.8555,0.1,0.784,0.116,64,False,0.72,0.274,1,-7.623,0,0.0276,0.742,0.0,0.11,0.179,105.929,british
One And Only,Adele,0.9651,0.092,0.766,0.142,63,False,0.528,0.468,5,-5.306,1,0.0287,0.295,0.0,0.165,0.185,154.974,british
Remedy,Adele,-0.3712,0.162,0.689,0.148,65,False,0.405,0.3,2,-6.475,1,0.0378,0.894,0.0,0.154,0.24,162.355,british
River Lea,Adele,-0.9931,0.141,0.813,0.046,58,False,0.384,0.585,1,-5.588,1,0.0311,0.0591,1.77e-06,0.116,0.252,82.378,british
Rumour Has It,Adele,0.3919,0.048,0.899,0.053,67,False,0.612,0.749,0,-5.014,1,0.0446,0.615,0.0,0.167,0.574,120.052,british
Send My Love (To Your New Lover),Adele,0.9994,0.012,0.647,0.341,72,False,0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,british
Take It All,Adele,0.9931,0.083,0.712,0.205,55,False,0.415,0.266,0,-8.44,1,0.0308,0.957,1.18e-06,0.183,0.282,138.096,british
Turning Tables,Adele,-0.926,0.136,0.795,0.069,68,False,0.353,0.446,0,-6.044,0,0.0285,0.95,1.35e-05,0.132,0.211,155.476,british
When We Were Young,Adele,0.9912,0.092,0.713,0.196,79,False,0.376,0.595,3,-5.936,1,0.0496,0.303,0.0,0.095,0.265,144.361,british
Black Cherry,Aerosmith,0.9917,0.063,0.731,0.206,47,False,0.8,0.11,9,-17.176,0,0.0662,0.876,0.853,0.0971,0.218,120.023,chill
Crash,Aerosmith,-0.936,0.148,0.788,0.064,63,False,0.696,0.678,6,-5.679,0,0.0391,0.441,0.0,0.069,0.517,146.998,chill
Critical Mass,Aerosmith,0.9909,0.092,0.7,0.207,22,False,0.285,0.991,7,-4.248,1,0.256,3.23e-06,0.829,0.0675,0.182,198.313,death-metal
